task,run_time,mse,train_loss,l2rel,mxe,crmse,activation,net,optimizer,loss_weight,width,depth,lr,num_domain_points,num_boundary_points,num_initial_points,initializer,iter,pde_list
Burgers2D,5890.0,0.246,0.0202,0.542,4.11,0.144,tanh,laaf,multiadam,none,76,4,0.001,6100,7100,4600,He uniform,20000,
Burgers2D,2542.977088,0.248562748372951,5.952116407570429e-05,0.5451465707869458,3.84793321788311,0.1531407156825501,sin,laaf,multiadam,none,128,3,0.0001,6100,6100,['Burgers2D'],Glorot normal,20000,['Burgers2D']
Burgers2D,4712.763172,0.252003229638323,0.0,0.5489064280951014,3.848242715001106,0.1575120852052139,swish,fnn,multiadam,none,132,3,0.0001,600,9600,['Burgers2D'],zeros,20000,['Burgers2D']
Burgers2D,2159.271545,0.6130738619959212,0.0,0.8561535537639795,3.851100042462349,0.4905460492431091,swish,fnn,adam,none,176,6,1e-05,9100,3600,3600,zeros,20000,['Burgers2D']
Burgers2D,7230.0,0.242,0.011,0.538,3.94,0.145,sin,fnn,adam,none,128,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,5455.412289,0.2484875072247703,1.357897690468235e-05,0.5450640552879488,3.8682170063257217,0.1548575404518207,tanh,laaf,multiadam,none,176,3,0.0001,8600,4100,4600,Glorot uniform,20000,['Burgers2D']
Burgers2D,1610.446681,0.251772576367895,6.792182375647826e-06,0.548655169318689,3.866635575890541,0.1586785270845439,sin,laaf,multiadam,none,144,4,1e-05,4600,2100,2100,He uniform,20000,['Burgers2D']
Burgers2D,1720.0,0.257,0.000268,0.555,3.86,0.169,tanh,fnn,adam,none,72,3,1e-06,8100,1600,3100,zeros,20000,
Burgers2D,3748.087191,0.2540032561124717,1.900144182302573e-38,0.5510803243599735,3.856824010610581,0.1643210590540336,sin,gaaf,lbfgs,none,128,6,1e-05,['Burgers2D'],3600,600,zeros,20000,['Burgers2D']
Burgers2D,12200.0,0.241,0.0109,0.537,3.92,0.144,sin,fnn,adam,none,256,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,6388.564215,0.2511293581671707,0.0004893958684988,0.5479538803199415,3.849882617592812,0.1547706720141326,swish,gaaf,multiadam,none,112,7,0.0001,8600,['Burgers2D'],4100,Glorot normal,20000,['Burgers2D']
Burgers2D,8267.554315,196.5282503311719,72377.1484375,15.328785858962176,171.88989746570587,1.3738065110605375,swish,gaaf,multiadam,none,224,6,1e-05,1600,3600,9100,He normal,20000,['Burgers2D']
Burgers2D,5080.0,0.247,1.41,0.544,4.07,0.156,gaussian,fnn,multiadam,none,128,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,2120.611015,0.2497661231975097,0.0001310207007918,0.5464645952738213,3.932780802249909,0.1421648528184912,tanh,gaaf,adam,none,144,7,0.001,7100,1600,100,zeros,20000,['Burgers2D']
Burgers2D,6030.0,0.254,0.000625,0.551,3.88,0.165,sin,fnn,multiadam,none,256,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,14200.0,0.247,0.000234,0.543,3.85,0.153,tanh,fnn,multiadam,none,184,9,1e-05,600,5100,7600,He uniform,20000,"['Burgers2D', 'Poisson2D_Classic', 'Heat2D_VaryingCoef', 'NS2D_LidDriven', 'Wave2D_Heterogeneous', 'GrayScottEquation']"
Burgers2D,7898.728389,0.2468484141882307,6.68707289150916e-05,0.5432633835290259,3.8768599033355713,0.1563651150935784,tanh,laaf,multiadam,none,216,3,0.0001,7100,7100,7100,Glorot uniform,20000,['Burgers2D']
Burgers2D,11419.095399,0.7827944073605421,0.0,0.9674290415756888,4.026631154119968,0.6499892879932094,gaussian,gaaf,lbfgs,none,216,5,1e-05,1100,2100,3100,He uniform,20000,['Burgers2D']
Burgers2D,7313.996825,0.2487826255565084,0.0011348980478942,0.5453876342549739,3.863027051091194,0.1529149597913578,tanh,laaf,adam,none,240,5,1e-05,2100,5600,8600,He normal,20000,['Burgers2D']
Burgers2D,4672.972302,0.987006194663516,0.0002254300488857,1.0863135647367472,4.687628924846649,0.656844487937864,sin,gaaf,multiadam,none,184,4,1e-05,8600,2100,3600,He normal,20000,['Burgers2D']
Burgers2D,10579.555359,0.276861452447594,0.0094358250498771,0.5753425711593675,3.940646424889565,0.1920102262273549,swish,fnn,multiadam,none,224,7,0.0001,4600,600,4600,He uniform,20000,['Burgers2D']
Burgers2D,8680.0,0.43,0.0593,0.717,4.02,0.266,swish,fnn,multiadam,none,128,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,5639.388161,157.887325928069,1957.8028564453125,13.739435766653578,74.77002754807472,1.95854731825395,swish,gaaf,adam,none,160,5,1e-05,100,1600,8100,He normal,20000,['Burgers2D']
Burgers2D,7587.280308,0.3430175965774489,2.4089162349700928,0.6404031555259062,4.76689088344574,0.2425067369455336,gaussian,fnn,multiadam,none,212,3,0.001,2600,7600,2100,Glorot normal,20000,['Burgers2D']
Burgers2D,5383.758181,0.2522465282059589,1.9088815814485852e-14,0.5491713372585232,3.849197238683701,0.1583297337428377,swish,gaaf,lbfgs,none,240,4,1e-05,600,100,7100,zeros,20000,['Burgers2D']
Burgers2D,8630.0,0.247,0.135,0.543,3.8,0.042,relu,fnn,multiadam,none,100,5,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,4101.032911,0.2532397893637115,6.020651926519349e-05,0.5502515000803518,3.8605356216430655,0.1593404363334165,tanh,laaf,multiadam,none,248,3,0.001,3100,2100,1600,zeros,20000,['Burgers2D']
Burgers2D,18165.219349,1136.6209801682166,3421985128316928.0,36.86405432886125,58.24985897541046,6.416118500054224,tanh,laaf,lbfgs,none,220,7,1e-05,9100,9600,5100,He uniform,20000,['Burgers2D']
Burgers2D,5210.0,0.252,0.0,0.549,3.85,0.158,relu,laaf,lbfgs,none,204,6,0.001,7100,8600,6600,zeros,20000,"['Burgers2D', 'Poisson2D_Classic', 'Heat2D_VaryingCoef', 'NS2D_LidDriven', 'Wave2D_Heterogeneous', 'GrayScottEquation']"
Burgers2D,3217.936127,0.2522521207853245,0.0,0.5491774250871398,3.849372461438179,0.1583879456578659,sin,fnn,lbfgs,none,204,4,1e-05,7600,600,8100,zeros,20000,['Burgers2D']
Burgers2D,13889.130213,0.252265148460173,0.0,0.5491916061622757,3.849823519587517,0.1585339025317596,sin,laaf,lbfgs,none,152,7,1e-05,['Burgers2D'],1600,5100,zeros,20000,['Burgers2D']
Burgers2D,4075.721127,0.2518649721146979,8.125162821670529e-06,0.5487558330899625,3.8509351015090942,0.1576390304054081,tanh,laaf,multiadam,none,188,3,1e-05,5600,5100,4100,He uniform,20000,['Burgers2D']
Burgers2D,7230.0,0.242,0.011,0.538,3.94,0.145,sin,fnn,adam,none,128,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,1698.435358,0.2513396094087574,1.1326008461765014e-05,0.5481832120892526,3.8568214178085327,0.1569156684039578,swish,fnn,multiadam,none,204,5,0.0001,7600,1600,2100,Glorot uniform,20000,['Burgers2D']
Burgers2D,4886.158132,0.2521989301918205,2.261396625513612e-09,0.5491195214843214,3.853733941912651,0.1584201377003458,sin,gaaf,lbfgs,none,140,5,0.001,600,5600,4600,zeros,20000,['Burgers2D']
Burgers2D,229568.877087,0.23621992612162,0.0231225155293941,0.5314391294945922,4.352068841457367,0.1571749164641849,gaussian,fnn,lbfgs,none,108,4,1e-05,7600,1100,8600,Glorot normal,20000,['Burgers2D']
Burgers2D,13600.0,0.247,1.41,0.544,4.07,0.156,gaussian,fnn,multiadam,none,128,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,1183.459867,0.2062333139629473,0.0409461595118045,0.4965633629610886,4.104513414204121,0.1458085024874219,tanh,gaaf,adam,none,120,4,0.0001,8600,8600,6600,Glorot uniform,20000,['Burgers2D']
Burgers2D,112230.114015,0.2081203054825755,0.0392197743058204,0.4988299154004115,4.30015966296196,0.1450865058555938,swish,gaaf,lbfgs,none,128,3,1e-05,4100,2600,5600,Glorot normal,20000,['Burgers2D']
Burgers2D,75899.930447,0.2081203054825755,0.0392197743058204,0.4988299154004115,4.30015966296196,0.1450865058555938,swish,gaaf,lbfgs,none,128,3,1e-05,4100,2600,5600,Glorot normal,20000,['Burgers2D']
Burgers2D,9470.0,0.209,0.0519,0.5,4.04,0.147,tanh,gaaf,adam,none,100,5,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,8210.0,0.209,0.0519,0.5,4.04,0.147,sin,gaaf,adam,none,100,5,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,8210.0,0.209,0.0519,0.5,4.04,0.147,sin,gaaf,adam,none,100,5,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,9720.0,0.209,0.0519,0.5,4.04,0.147,swish,gaaf,adam,none,100,5,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,9720.0,0.209,0.0519,0.5,4.04,0.147,swish,gaaf,adam,none,100,5,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,9470.0,0.209,0.0519,0.5,4.04,0.147,tanh,gaaf,adam,none,100,5,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,10800.0,0.21,0.0424,0.501,4.02,0.129,swish,laaf,adam,none,100,5,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,15700.0,0.206,0.0426,0.496,4.1,0.119,swish,fnn,adam,none,100,5,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,10800.0,0.21,0.0424,0.501,4.02,0.129,swish,laaf,adam,none,100,5,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,9540.0,0.21,0.0424,0.501,4.02,0.129,tanh,laaf,adam,none,100,5,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,768.0,0.212,0.0363,0.503,4.14,0.119,swish,fnn,adam,none,100,5,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,29700.0,0.214,0.0566,0.506,4.14,0.144,relu,fnn,lbfgs,none,256,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,29700.0,0.214,0.0566,0.506,4.14,0.144,relu,fnn,lbfgs,none,256,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,212338.237603,0.2155975418749309,0.0525580830872058,0.5077116932261492,4.331644535064697,0.1559926977949217,swish,gaaf,lbfgs,none,112,4,1e-05,9100,5100,5600,Glorot uniform,20000,['Burgers2D']
Burgers2D,4069.042943,0.2159852306647063,0.0158803723752498,0.5081679732991544,3.970321238040924,0.1413098186551278,tanh,gaaf,adam,none,152,5,1e-05,1600,9600,6100,Glorot uniform,20000,['Burgers2D']
Burgers2D,5801.399417,0.2159852306647063,0.0158803723752498,0.5081679732991544,3.970321238040924,0.1413098186551278,tanh,gaaf,adam,none,152,5,1e-05,1600,9600,6100,Glorot uniform,20000,['Burgers2D']
Burgers2D,10500.0,0.216,0.0598,0.508,4.11,0.141,gaussian,fnn,adam,none,100,5,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,10500.0,0.216,0.0598,0.508,4.11,0.141,gaussian,fnn,adam,none,100,5,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,53800.0,0.217,0.0541,0.51,4.08,0.143,relu,fnn,lbfgs,none,100,5,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,9540.0,0.21,0.0424,0.501,4.02,0.129,tanh,laaf,adam,none,100,5,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,15700.0,0.206,0.0426,0.496,4.1,0.119,swish,fnn,adam,none,100,5,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,2360.0,0.202,0.0643,0.491,4.26,0.144,sin,laaf,adam,none,256,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,2360.0,0.202,0.0643,0.491,4.26,0.144,sin,laaf,adam,none,256,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,135764.311984,0.1650779481654788,0.004383509978652,0.4442626414597938,4.621012628078461,0.1429929181862218,sin,laaf,lbfgs,none,140,7,1e-05,6100,3100,6100,Glorot uniform,20000,['Burgers2D']
Burgers2D,51900.0,0.167,0.0272,0.447,5.32,0.112,sin,fnn,lbfgs,none,100,5,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,51900.0,0.167,0.0272,0.447,5.32,0.112,sin,fnn,lbfgs,none,100,5,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,67300.0,0.183,0.0576,0.467,4.13,0.137,gaussian,fnn,lbfgs,none,128,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,23800.0,0.185,0.0757,0.47,4.16,0.133,sin,fnn,lbfgs,none,128,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,23800.0,0.185,0.0757,0.47,4.16,0.133,sin,fnn,lbfgs,none,128,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,157868.128475,0.1856988655146443,0.000843578192871,0.4711941486000242,4.477414548397064,0.1087194735872457,gaussian,laaf,lbfgs,none,216,5,0.001,5600,3600,2100,Glorot uniform,20000,['Burgers2D']
Burgers2D,45531.106063,0.185976671026322,1.5917192285996862e-05,0.4715464701154213,4.85400652885437,0.1506058695732099,sin,fnn,lbfgs,none,124,6,0.0001,8600,7600,3100,He uniform,20000,['Burgers2D']
Burgers2D,45526.20787,0.185976671026322,1.5917192285996862e-05,0.4715464701154213,4.85400652885437,0.1506058695732099,sin,fnn,lbfgs,none,124,6,0.0001,8600,7600,3100,He uniform,20000,['Burgers2D']
Burgers2D,3340.014279,0.1882888681541875,0.3623158633708954,0.4744687194907992,4.455172479152679,0.1091390272452201,sin,gaaf,multiadam,none,240,5,0.001,9100,3600,9600,Glorot normal,20000,['Burgers2D']
Burgers2D,243266.64971,0.1893972589805466,0.0019640903919935,0.4758631861636513,4.380115211009979,0.1363861410288082,tanh,gaaf,lbfgs,none,148,4,0.0001,8600,1600,4100,Glorot normal,20000,['Burgers2D']
Burgers2D,247126.189438,0.1893972589805466,0.0019640903919935,0.4758631861636513,4.380115211009979,0.1363861410288082,tanh,gaaf,lbfgs,none,148,4,0.0001,8600,1600,4100,Glorot normal,20000,['Burgers2D']
Burgers2D,17510.435474,0.1906977623670662,0.0260392781347036,0.4774941573851767,4.894896447658539,0.1001631495767174,gaussian,laaf,adam,none,224,5,0.0001,6600,7600,5600,He normal,20000,['Burgers2D']
Burgers2D,2723.428274,0.1927703792915768,0.0449275337159633,0.480081990388459,4.140608429908752,0.1483748136285279,sin,laaf,adam,none,152,3,0.001,2100,6600,6600,He uniform,20000,['Burgers2D']
Burgers2D,217027.535306,0.1954704761001941,0.000504846626427,0.48343250571782,4.234742343425751,0.1473532331766116,tanh,fnn,lbfgs,none,208,5,0.0001,['Burgers2D'],6100,7600,He normal,20000,['Burgers2D']
Burgers2D,216984.391082,0.1954704761001941,0.000504846626427,0.48343250571782,4.234742343425751,0.1473532331766116,tanh,fnn,lbfgs,none,208,5,0.0001,['Burgers2D'],6100,7600,He normal,20000,['Burgers2D']
Burgers2D,483.0,0.196,0.0722,0.484,4.04,0.146,elu,gaaf,adam,none,120,10,0.001,8192,2100,4600,Glorot uniform,20000,
Burgers2D,3640.0,0.196,0.072,0.484,4.11,0.141,gaussian,fnn,adam,none,128,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,3640.0,0.196,0.072,0.484,4.11,0.141,gaussian,fnn,adam,none,128,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,601.0,0.2,0.0729,0.489,4.08,0.147,sin,fnn,adam,none,100,5,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,9310.0,0.2,0.0728,0.489,4.18,0.142,sin,fnn,adam,none,100,5,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,596.0,0.2,0.0729,0.489,4.08,0.147,sin,fnn,adam,none,100,5,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,9310.0,0.2,0.0728,0.489,4.18,0.142,sin,fnn,adam,none,100,5,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,6660.0,0.217,0.0214,0.509,4.19,0.113,sigmoid,gaaf,adam,none,148,8,0.0001,6100,4100,1600,He normal,20000,
Burgers2D,6660.0,0.217,0.0214,0.509,4.19,0.113,sigmoid,gaaf,adam,none,148,8,0.0001,6100,4100,1600,He normal,20000,
Burgers2D,53800.0,0.217,0.0541,0.51,4.08,0.143,relu,fnn,lbfgs,none,100,5,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,12600.0,0.218,0.0194,0.511,4.56,0.103,tanh,fnn,adam,none,100,5,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,75500.0,0.233,0.0807,0.527,3.95,0.152,relu,laaf,lbfgs,none,152,9,0.0001,6100,1600,600,He uniform,20000,
Burgers2D,75500.0,0.233,0.0807,0.527,3.95,0.152,relu,laaf,lbfgs,none,152,9,0.0001,6100,1600,600,He uniform,20000,
Burgers2D,17400.0,0.233,0.000246,0.528,3.85,0.0235,tanh,fnn,multiadam,none,100,5,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,17400.0,0.233,0.000246,0.528,3.85,0.0235,tanh,fnn,multiadam,none,100,5,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,7930.0,0.234,0.0314,0.529,4.05,0.159,relu,fnn,adam,none,100,5,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,7930.0,0.234,0.0314,0.529,4.05,0.159,relu,fnn,adam,none,100,5,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,2041.836509,0.2345060813619829,0.0224950704723596,0.5295077466510416,4.104694284498692,0.1513911173734317,swish,fnn,adam,none,112,6,0.001,600,2600,3100,He uniform,20000,['Burgers2D']
Burgers2D,4799.106266,0.2371050025404486,0.0080111399292945,0.5324338052588126,3.965014785528183,0.131065122541351,swish,laaf,adam,none,152,6,0.0001,5600,1100,6600,Glorot normal,20000,['Burgers2D']
Burgers2D,3802.762735,0.2371050025404486,0.0080111399292945,0.5324338052588126,3.965014785528183,0.131065122541351,swish,laaf,adam,none,152,6,0.0001,5600,1100,6600,Glorot normal,20000,['Burgers2D']
Burgers2D,2446.102168,0.2373919293574008,0.0018028884660452,0.5327558637259652,3.9302456080913535,0.1319259419550309,sin,laaf,multiadam,none,176,5,0.0001,2600,100,1600,He uniform,20000,['Burgers2D']
Burgers2D,2215.037737,0.2373919293574008,0.0018028884660452,0.5327558637259652,3.9302456080913535,0.1319259419550309,sin,laaf,multiadam,none,176,5,0.0001,2600,100,1600,He uniform,20000,['Burgers2D']
Burgers2D,7440.0,0.239,0.0388,0.534,4.03,0.179,relu,fnn,adam,none,256,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,7440.0,0.239,0.0388,0.534,4.03,0.179,relu,fnn,adam,none,256,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,2109.61001,0.2397092520005117,0.2031646817922592,0.5353498209232421,4.408145636320114,0.2158790868411625,sin,gaaf,multiadam,none,156,3,0.0001,['Burgers2D'],5100,3100,Glorot uniform,20000,['Burgers2D']
Burgers2D,12200.0,0.241,0.0109,0.537,3.92,0.144,sin,fnn,adam,none,256,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,12300.0,0.241,0.0109,0.537,3.92,0.144,sin,fnn,adam,none,256,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,12300.0,0.241,0.0109,0.537,3.92,0.144,sin,fnn,adam,none,256,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,12200.0,0.241,0.0109,0.537,3.92,0.144,sin,fnn,adam,none,256,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,12400.0,0.241,0.0109,0.537,3.92,0.144,sin,fnn,adam,none,256,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,2213.703388,0.2522623340796639,0.0,0.5491885426426566,3.8493408113718033,0.1584038004933761,gaussian,gaaf,multiadam,none,104,4,0.0001,6100,1600,3600,zeros,20000,['Burgers2D']
Burgers2D,12212.287352,0.2522930530139671,0.0,0.5492219800031302,3.849537923932076,0.1585264072476791,sin,fnn,adam,none,232,7,0.001,['Burgers2D'],9100,8600,zeros,20000,['Burgers2D']
Burgers2D,5605.328711,0.2540016880916608,4.6566765376841296e-18,0.5510786233842382,3.856813609600067,0.1643149098838438,tanh,laaf,multiadam,none,184,6,0.0001,5600,2600,600,zeros,20000,['Burgers2D']
Burgers2D,3370.0,0.309,0.0149,0.608,4.02,0.259,silu,fnn,adam,none,84,4,1e-06,3100,4600,2024,He normal,20000,"['Burgers2D', 'Poisson2D_Classic', 'Heat2D_VaryingCoef', 'NS2D_LidDriven', 'Wave2D_Heterogeneous', 'GrayScottEquation']"
Burgers2D,9558.626084,0.2322602198019814,0.0186651404947042,0.5269661024347362,4.004111558198929,0.1608700324909856,swish,gaaf,adam,none,164,6,1e-05,6100,8100,5600,Glorot uniform,20000,['Burgers2D']
Burgers2D,4953.977751,0.3060905092174192,0.0148660270497202,0.6049509949178553,4.032184481620789,0.2455643651784342,tanh,laaf,multiadam,none,132,4,0.001,8600,8600,5100,Glorot uniform,20000,['Burgers2D']
Burgers2D,917.0,0.232,0.0998,0.527,4.0,0.183,gaussian,fnn,adam,none,100,5,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,82300.0,0.231,0.00179,0.525,4.31,0.097,swish,fnn,lbfgs,none,100,5,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,12600.0,0.218,0.0194,0.511,4.56,0.103,tanh,fnn,adam,none,100,5,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,6808.279227,0.219133238469849,0.0292217917740345,0.5118578779906114,4.05301034450531,0.1491238472065266,tanh,laaf,adam,none,240,4,0.001,3600,6100,6100,Glorot uniform,20000,['Burgers2D']
Burgers2D,4581.065762,0.219133238469849,0.0292217917740345,0.5118578779906114,4.05301034450531,0.1491238472065266,tanh,laaf,adam,none,240,4,0.001,3600,6100,6100,Glorot uniform,20000,['Burgers2D']
Burgers2D,8719.663605,0.2198536702211313,0.018805656582117,0.5126985904278298,4.344650894403458,0.1631110080232836,sin,fnn,multiadam,none,132,7,0.0001,3600,8100,8100,He uniform,20000,['Burgers2D']
Burgers2D,3192.014816,0.2198813365160454,0.0187231581658124,0.5127308483022984,4.377374649047852,0.1213606394830151,tanh,laaf,adam,none,108,6,0.001,1100,8100,2600,Glorot uniform,20000,['Burgers2D']
Burgers2D,4799.271368,0.2198813365160454,0.0187231581658124,0.5127308483022984,4.377374649047852,0.1213606394830151,tanh,laaf,adam,none,108,6,0.001,1100,8100,2600,Glorot uniform,20000,['Burgers2D']
Burgers2D,37900.0,0.221,0.0273,0.514,4.97,0.116,tanh,fnn,lbfgs,none,128,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,37900.0,0.221,0.0273,0.514,4.97,0.116,tanh,fnn,lbfgs,none,128,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,2640.0,0.224,0.0314,0.518,4.43,0.151,tanh,gaaf,adam,none,100,3,0.0001,2100,4100,2100,Glorot normal,20000,
Burgers2D,2640.0,0.224,0.0314,0.518,4.43,0.151,tanh,gaaf,adam,none,100,3,0.0001,2100,4100,2100,Glorot normal,20000,
Burgers2D,4206.784382,0.2255391219032312,0.021077862009406,0.5192855120028033,4.877394735813141,0.1430643328729916,gaussian,laaf,adam,none,144,6,0.0001,2100,['Burgers2D'],3600,Glorot normal,20000,['Burgers2D']
Burgers2D,10300.0,0.226,0.126,0.52,4.16,0.11,sin,fnn,multiadam,none,100,5,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,10300.0,0.226,0.126,0.52,4.16,0.11,sin,fnn,multiadam,none,100,5,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,6720.436333,0.2266854376903017,0.0261075757443904,0.5206034889549088,4.453287810087204,0.1568265534431089,gaussian,laaf,adam,none,208,3,0.0001,4600,8600,3100,He uniform,20000,['Burgers2D']
Burgers2D,5110.904345,0.2266854376903017,0.0261075757443904,0.5206034889549088,4.453287810087204,0.1568265534431089,gaussian,laaf,adam,none,208,3,0.0001,4600,8600,3100,He uniform,20000,['Burgers2D']
Burgers2D,7850.0,0.227,0.021,0.521,4.02,0.141,tanh,fnn,adam,none,128,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,7850.0,0.227,0.021,0.521,4.02,0.141,tanh,fnn,adam,none,128,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,6430.0,0.227,0.0179,0.521,4.07,0.142,tanh,fnn,adam,none,256,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,6430.0,0.227,0.0179,0.521,4.07,0.142,tanh,fnn,adam,none,256,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,10079.294224,0.2297971955806197,0.044424869120121,0.5241645257234093,4.292579144239426,0.155641270595085,tanh,gaaf,adam,none,188,6,0.001,3100,9100,5600,Glorot uniform,20000,['Burgers2D']
Burgers2D,10089.819114,0.2297971955806197,0.044424869120121,0.5241645257234093,4.292579144239426,0.155641270595085,tanh,gaaf,adam,none,188,6,0.001,3100,9100,5600,Glorot uniform,20000,['Burgers2D']
Burgers2D,9130.0,0.23,0.0148,0.524,4.02,0.142,swish,fnn,adam,none,128,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,9130.0,0.23,0.0148,0.524,4.02,0.142,swish,fnn,adam,none,128,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,82300.0,0.231,0.00179,0.525,4.31,0.097,swish,fnn,lbfgs,none,100,5,0.001,8192,2048,2024,Glorot normal,20000,
Burgers2D,4896.751141,0.2268544038869789,0.0116869378834962,0.5207974758444969,4.13681984692812,0.1209400864261853,swish,fnn,adam,none,160,4,0.001,1100,4100,8600,Glorot normal,20000,['Burgers2D']
Burgers2D,67300.0,0.183,0.0576,0.467,4.13,0.137,gaussian,fnn,lbfgs,none,128,3,0.001,8192,2048,2024,Glorot normal,20000,
GrayScottEquation,2246.71218,0.0042635034769773,9.741427930975989e-08,0.0930980443954467,0.9832374453544616,0.0030990121886134,gaussian,gaaf,multiadam,none,104,4,0.0001,6100,1600,3600,zeros,20000,['GrayScottEquation']
GrayScottEquation,1251.596797,0.1618530750274658,6.967949502723059e-06,0.573611319065094,1.0717686414718628,0.1522781550884246,gaussian,fnn,multiadam,none,152,3,0.0001,5600,2100,600,Glorot uniform,20000,['GrayScottEquation']
GrayScottEquation,6150.0,0.0454,3.28e-07,0.304,0.983,0.0587,sin,fnn,adam,none,100,5,0.001,8192,2048,2024,Glorot normal,20000,
GrayScottEquation,4500.0,0.00435,3.87e-08,0.0941,0.984,0.0031,relu,fnn,multiadam,none,100,5,0.001,8192,2048,2024,Glorot normal,20000,
GrayScottEquation,6364.541128,0.0043230443261563,7.346841801592063e-09,0.0937458574771881,0.9822959303855896,0.0031818868592381,sin,fnn,multiadam,none,164,5,0.001,7100,7600,7100,He uniform,20000,['GrayScottEquation']
GrayScottEquation,4520.0,0.12,0.000622,0.493,1.06,0.142,swish,fnn,adam,none,128,3,0.001,8192,2048,2024,Glorot normal,20000,
GrayScottEquation,2293.880304,0.004320457112044,2.085371875182318e-08,0.0937177985906601,0.9823088049888612,0.0030827426817268,tanh,laaf,lbfgs,none,172,6,0.001,2100,5100,3600,Glorot normal,20000,['GrayScottEquation']
GrayScottEquation,8040.0,0.0522,4.82e-07,0.326,0.983,0.0587,tanh,fnn,adam,none,100,5,0.001,8192,2048,2024,Glorot normal,20000,
GrayScottEquation,5458.47375,14976.2421875,49.27008819580078,174.4852294921875,297.0643005371094,74.86817932128906,swish,gaaf,adam,none,164,6,1e-05,6100,8100,5600,Glorot uniform,20000,['GrayScottEquation']
