task,run_time,mse,train_loss,l2rel,mxe,crmse,activation,net,optimizer,loss_weight,width,depth,lr,num_domain_points,num_boundary_points,num_initial_points,initializer,iter,pde_list
Burgers1D,1140.0,0.838,21.4,1.5,2.39,0.744,swish,fnn,multiadam,none,100,5,0.001,8192,2048,2024,Glorot normal,20000,
Burgers1D,1364.434141,0.0024988403533297,0.0002969632623717,0.0821251325950265,0.71979671716621,0.0080094276738763,swish,laaf,adam,none,152,6,0.0001,5600,1100,6600,Glorot normal,20000,['Burgers1D']
Burgers1D,1154.056998,0.002527241170871,0.0067893825471401,0.0825905146590516,0.7544150948529119,0.0080189270870235,tanh,laaf,multiadam,none,132,4,0.001,8600,8600,5100,Glorot uniform,20000,['Burgers1D']
Burgers1D,1450.919224,0.002527241170871,0.0067893825471401,0.0825905146590516,0.7544150948529119,0.0080189270870235,tanh,laaf,multiadam,none,132,4,0.001,8600,8600,5100,Glorot uniform,20000,['Burgers1D']
Burgers1D,1228.799718,0.0025767303471034,9.229994611814618e-05,0.0833952499334045,0.8027143478400445,0.003970405718099,swish,laaf,adam,none,136,5,0.0001,1100,8100,8600,He uniform,20000,['Burgers1D']
Burgers1D,1536.249004,0.0025767303471034,9.229994611814618e-05,0.0833952499334045,0.8027143478400445,0.003970405718099,swish,laaf,adam,none,136,5,0.0001,1100,8100,8600,He uniform,20000,['Burgers1D']
Burgers1D,674.336942,0.0026822035727402,0.0030300840735435,0.0850849399633985,0.4489996433263391,0.0008759629840357,swish,fnn,adam,none,208,4,0.0001,2600,1100,2600,He uniform,20000,['Burgers1D']
Burgers1D,1744.193839,0.0024988403533297,0.0002969632623717,0.0821251325950265,0.71979671716621,0.0080094276738763,swish,laaf,adam,none,152,6,0.0001,5600,1100,6600,Glorot normal,20000,['Burgers1D']
Burgers1D,629.109738,0.0026822035727402,0.0030300840735435,0.0850849399633985,0.4489996433263391,0.0008759629840357,swish,fnn,adam,none,208,4,0.0001,2600,1100,2600,He uniform,20000,['Burgers1D']
Burgers1D,447.0,0.00316,0.00649,0.0924,0.438,0.0141,swish,fnn,adam,none,128,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers1D,1597.612672,0.0032926097658301,0.0329181477427482,0.094270749379905,0.6148266196244025,0.0079804897060183,sin,fnn,multiadam,none,204,7,0.001,5600,['Burgers1D'],3100,Glorot uniform,20000,['Burgers1D']
Burgers1D,1669.677084,0.0032926097658301,0.0329181477427482,0.094270749379905,0.6148266196244025,0.0079804897060183,sin,fnn,multiadam,none,204,7,0.001,5600,['Burgers1D'],3100,Glorot uniform,20000,['Burgers1D']
Burgers1D,864.61774,0.0033419523653927,0.0327920280396938,0.0949744869331359,0.6217727661125922,0.0025534250351874,gaussian,fnn,multiadam,none,152,3,0.0001,5600,2100,600,Glorot uniform,20000,['Burgers1D']
Burgers1D,864.306842,0.0033419523653927,0.0327920280396938,0.0949744869331359,0.6217727661125922,0.0025534250351874,gaussian,fnn,multiadam,none,152,3,0.0001,5600,2100,600,Glorot uniform,20000,['Burgers1D']
Burgers1D,861.679993,0.0033419523653927,0.0327920280396938,0.0949744869331359,0.6217727661125922,0.0025534250351874,gaussian,fnn,multiadam,none,152,3,0.0001,5600,2100,600,Glorot uniform,20000,['Burgers1D']
Burgers1D,447.0,0.00316,0.00649,0.0924,0.438,0.0141,swish,fnn,adam,none,128,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers1D,34.8,0.00366,0.000254,0.0993,0.838,0.00613,swish,fnn,adam,none,100,5,0.001,8192,2048,2024,Glorot normal,20000,
Burgers1D,1020.0,0.00225,0.0294,0.078,0.665,0.000755,sin,fnn,multiadam,none,100,5,0.001,8192,2048,2024,Glorot normal,20000,
Burgers1D,1947.493702,0.0022445091306409,0.0026421104557812,0.0778336714216659,0.3843216001981339,0.0008257102895259,tanh,laaf,adam,none,240,5,1e-05,2100,5600,8600,He normal,20000,['Burgers1D']
Burgers1D,975.0,0.00133,0.0037,0.0598,0.322,0.00214,sin,fnn,adam,none,256,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers1D,1153.860567,0.0015671085917672,0.0011437798384577,0.0650363821453375,0.5445919036871353,0.0068829279262223,tanh,fnn,multiadam,none,100,6,0.0001,6600,6600,6100,He uniform,20000,['Burgers1D']
Burgers1D,998.020357,0.0015671085917672,0.0011437798384577,0.0650363821453375,0.5445919036871353,0.0068829279262223,tanh,fnn,multiadam,none,100,6,0.0001,6600,6600,6100,He uniform,20000,['Burgers1D']
Burgers1D,19633.691134,0.0016943666741495,2.0920699626003625e-06,0.0676255061826801,0.6198629736894995,0.0032985811830066,tanh,laaf,lbfgs,none,204,5,0.0001,1600,['Burgers1D'],5100,He normal,20000,['Burgers1D']
Burgers1D,19680.693693,0.0016943666741495,2.0920699626003625e-06,0.0676255061826801,0.6198629736894995,0.0032985811830066,tanh,laaf,lbfgs,none,204,5,0.0001,1600,['Burgers1D'],5100,He normal,20000,['Burgers1D']
Burgers1D,19626.11897,0.0016943666741495,2.0920699626003625e-06,0.0676255061826801,0.6198629736894995,0.0032985811830066,tanh,laaf,lbfgs,none,204,5,0.0001,1600,['Burgers1D'],5100,He normal,20000,['Burgers1D']
Burgers1D,1020.0,0.00225,0.0294,0.078,0.665,0.000755,sin,fnn,multiadam,none,100,5,0.001,8192,2048,2024,Glorot normal,20000,
Burgers1D,525.757368,0.0017066588342038,0.0114007107913494,0.0678703650305111,0.635691225529122,0.0069825316902578,tanh,gaaf,multiadam,none,168,3,0.001,7100,2100,2100,Glorot normal,20000,['Burgers1D']
Burgers1D,4352.528348,0.0021072224095924,0.0040005459450185,0.0754157434221678,0.6547628641123205,0.0060079949166049,sin,laaf,multiadam,none,204,4,0.001,2600,6100,9100,He uniform,20000,['Burgers1D']
Burgers1D,4374.374121,0.0021072224095924,0.0040005459450185,0.0754157434221678,0.6547628641123205,0.0060079949166049,sin,laaf,multiadam,none,204,4,0.001,2600,6100,9100,He uniform,20000,['Burgers1D']
Burgers1D,20185.509127,0.0021362539885406,5.059464456280693e-06,0.075933474377769,0.9414576292031056,7.24193751507155e-05,sin,fnn,lbfgs,none,224,3,1e-05,1100,1600,3600,He uniform,20000,['Burgers1D']
Burgers1D,20182.251063,0.0021362539885406,5.059464456280693e-06,0.075933474377769,0.9414576292031056,7.24193751507155e-05,sin,fnn,lbfgs,none,224,3,1e-05,1100,1600,3600,He uniform,20000,['Burgers1D']
Burgers1D,20172.369653,0.0021362539885406,5.059464456280693e-06,0.075933474377769,0.9414576292031056,7.24193751507155e-05,sin,fnn,lbfgs,none,224,3,1e-05,1100,1600,3600,He uniform,20000,['Burgers1D']
Burgers1D,2095.454089,0.0022445091306409,0.0026421104557812,0.0778336714216659,0.3843216001981339,0.0008257102895259,tanh,laaf,adam,none,240,5,1e-05,2100,5600,8600,He normal,20000,['Burgers1D']
Burgers1D,4325.641009,0.0021072224095924,0.0040005459450185,0.0754157434221678,0.6547628641123205,0.0060079949166049,sin,laaf,multiadam,none,204,4,0.001,2600,6100,9100,He uniform,20000,['Burgers1D']
Burgers1D,987.0,0.00133,0.0037,0.0598,0.322,0.00214,sin,fnn,adam,none,256,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers1D,2426.401396,0.0038928735377921,0.0004260411660652,0.1025042745210789,0.8510326147086374,0.0082099671780757,tanh,fnn,adam,none,228,4,0.0001,4600,1100,4100,He uniform,20000,['Burgers1D']
Burgers1D,2427.245117,0.0038928735377921,0.0004260411660652,0.1025042745210789,0.8510326147086374,0.0082099671780757,tanh,fnn,adam,none,228,4,0.0001,4600,1100,4100,He uniform,20000,['Burgers1D']
Burgers1D,1353.308373,0.3704984082044432,0.0,1.0000000037687806,1.0000527859665451,5.284557118648613e-05,gaussian,fnn,multiadam,none,136,7,0.0001,4100,2600,6600,zeros,20000,['Burgers1D']
Burgers1D,1671.230841,0.0462103613775259,0.0209559816867113,0.3531640681150898,0.8012508600950241,0.0019304143653812,tanh,laaf,multiadam,none,216,3,0.0001,7100,7100,7100,Glorot uniform,20000,['Burgers1D']
Burgers1D,464.949603,0.3928664689290747,0.9756235480308532,1.0297440948653829,1.4296126067638395,0.0412481770675555,gaussian,gaaf,adam,none,100,3,1e-05,5100,100,5600,He normal,20000,['Burgers1D']
Burgers1D,1181.422274,0.0063617290538634,1.3868128007743508e-05,0.131037142122701,1.3515390157699585,0.0071612604894618,tanh,gaaf,adam,none,152,5,1e-05,1600,9600,6100,Glorot uniform,20000,['Burgers1D']
Burgers1D,1141.306079,0.0152868357303567,3.0029092158656567e-05,0.203126052109384,1.599676549434662,0.0107377969855146,tanh,laaf,adam,none,108,6,0.001,1100,8100,2600,Glorot uniform,20000,['Burgers1D']
Burgers1D,357.0,0.0151,0.0131,0.202,0.318,0.0042,tanh,gaaf,adam,none,100,5,0.001,8192,2048,2024,Glorot normal,20000,
Burgers1D,1125.009306,0.3704984079389937,0.0,1.0000000034105476,1.0000502117072756,5.0271311916736384e-05,sin,fnn,lbfgs,none,204,4,1e-05,7600,600,8100,zeros,20000,['Burgers1D']
Burgers1D,4165.376976,0.0332960623871219,0.0112746190279722,0.2997804220719575,0.8410523608326912,0.0018603997003293,sin,gaaf,lbfgs,none,140,5,0.001,600,5600,4600,zeros,20000,['Burgers1D']
Burgers1D,249.0,0.136,0.062,0.605,1.02,0.0761,relu,fnn,adam,none,152,3,0.01,4100,3100,1100,Glorot normal,20000,
Burgers1D,485.0,0.0145,3.27e-05,0.198,1.32,0.00622,tanh,laaf,multiadam,none,168,4,0.001,100,600,2024,He uniform,20000,
Burgers1D,53630.275303,0.2785885974364039,1.5103818441275507e-05,0.867138555929434,1.0750251412391665,0.0018394929017335,gaussian,gaaf,lbfgs,none,140,3,1e-05,2600,5600,2600,Glorot normal,20000,['Burgers1D']
Burgers1D,1146.126511,0.3422784396613588,385961184.0,0.961162017141094,1.198160544037819,0.021113548731279,gaussian,gaaf,multiadam,none,132,4,1e-05,4100,4100,8600,He normal,20000,['Burgers1D']
Burgers1D,1500.0,0.154,0.0159,0.644,0.948,0.00571,relu,laaf,multiadam,none,152,8,0.0001,8192,3100,4100,zeros,20000,
Burgers1D,739.755212,0.3704983308036634,1.5695843113061078e-17,0.9999998993138324,1.000075994990766,7.614940588949014e-05,tanh,laaf,adam,none,116,4,1e-05,8600,9100,4600,zeros,20000,['Burgers1D']
Burgers1D,652.044561,0.3704984054119586,0.0,1.0000000000002294,1.0000003524556291,4.120602702695129e-07,swish,fnn,multiadam,none,132,4,0.0001,2100,2600,['Burgers1D'],zeros,20000,['Burgers1D']
Burgers1D,2425.623343,0.0038928735377921,0.0004260411660652,0.1025042745210789,0.8510326147086374,0.0082099671780757,tanh,fnn,adam,none,228,4,0.0001,4600,1100,4100,He uniform,20000,['Burgers1D']
Burgers1D,385.0,0.147,0.0546,0.629,0.944,0.00429,relu,fnn,adam,none,256,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers1D,375.0,0.074,0.329,0.447,1.21,0.0519,gaussian,fnn,multiadam,none,128,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers1D,199.000559,0.0050266674977124,0.0030928663909435,0.1164788053558876,1.037964254617691,0.014765641061068,tanh,fnn,multiadam,none,144,4,0.001,1100,1100,5100,Glorot normal,20000,['Burgers1D']
Burgers1D,653.073835,0.0468025005154358,0.0362620092928409,0.3554195860990449,0.8827809803187847,0.003678977153851,sin,laaf,multiadam,none,176,5,0.0001,2600,100,1600,He uniform,20000,['Burgers1D']
Burgers1D,1280.122842,0.3704984079389937,0.0,1.0000000034105476,1.0000502117072756,5.0271311916736384e-05,sin,fnn,lbfgs,none,204,4,1e-05,7600,600,8100,zeros,20000,['Burgers1D']
Burgers1D,4103.777384,0.0781903668756364,0.4910811483860016,0.4593920273748855,0.9764388501644136,0.0932293612942552,swish,fnn,multiadam,none,224,7,0.0001,4600,600,4600,He uniform,20000,['Burgers1D']
Burgers1D,799.0,0.37,0.0,1.0,1.0,0.000499,relu,laaf,multiadam,none,64,8,0.001,6600,5600,600,zeros,20000,"['Burgers1D', 'Wave1D']"
Burgers1D,514.0,0.145,0.0473,0.626,0.974,0.0174,relu,gaaf,adam,none,68,10,0.001,100,2100,2024,Glorot uniform,20000,
Burgers1D,468.851829,0.3704985889744602,0.0,1.000000247723939,1.0004283825401217,0.0004284421447628,gaussian,fnn,lbfgs,none,236,5,0.001,600,100,1100,Glorot uniform,20000,['Burgers1D']
Burgers1D,388.0,0.159,0.0318,0.655,0.988,0.0188,relu,fnn,multiadam,none,256,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers1D,1363.309195,0.3704984054159185,0.0,1.000000000005573,1.000001972538712,2.0321433530678863e-06,tanh,fnn,adam,none,172,5,1e-05,['Burgers1D'],7100,9600,zeros,20000,['Burgers1D']
Burgers1D,1658.032653,0.0080230823958627,0.073960468173027,0.1471558239028559,0.7390657067294839,0.0203839119936157,sin,laaf,multiadam,none,176,6,0.001,9600,4100,3100,He uniform,20000,['Burgers1D']
Burgers1D,20.5,1.75,4.76,2.17,4.31,0.62,elu,gaaf,adam,none,92,4,0.1,100,2600,100,Glorot normal,20000,
Burgers1D,1090.600828,0.3704975871431621,3.0318544759211363e-06,0.9999988957184882,1.0000507823278897,5.209130740643213e-05,gaussian,gaaf,adam,none,156,3,0.001,100,3100,9100,He normal,20000,['Burgers1D']
Burgers1D,3181.319378,0.370498414639198,0.0,1.0000000124526975,1.0000959997996688,9.605940430993164e-05,sin,laaf,lbfgs,none,152,7,1e-05,['Burgers1D'],1600,5100,zeros,20000,['Burgers1D']
Burgers1D,1572.64177,1.5134326962540037,293.4916381835937,2.021102710680172,3.5962560176849365,0.0469923967933103,swish,gaaf,adam,none,136,5,0.001,8600,3600,3600,He normal,20000,['Burgers1D']
Burgers1D,344.0,0.148,0.0548,0.633,0.944,0.00114,relu,fnn,adam,none,100,5,0.001,8192,2048,2024,Glorot normal,20000,
Burgers1D,990.0,0.00133,0.0037,0.0598,0.322,0.00214,sin,fnn,adam,none,256,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers1D,987.0,0.00133,0.0037,0.0598,0.322,0.00214,sin,fnn,adam,none,256,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers1D,994.0,0.00133,0.0037,0.0598,0.322,0.00214,sin,fnn,adam,none,256,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers1D,366.0,0.000253,0.00017,0.0261,0.218,0.00184,tanh,fnn,adam,none,128,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers1D,596.0,0.000315,0.00148,0.0292,0.21,0.00394,tanh,fnn,adam,none,100,5,0.001,8192,2048,2024,Glorot normal,20000,
Burgers1D,596.0,0.000315,0.00148,0.0292,0.21,0.00394,tanh,fnn,adam,none,100,5,0.001,8192,2048,2024,Glorot normal,20000,
Burgers1D,1670.792907,0.0003226714628463,0.0002524107694625,0.0295112161752238,0.2829049229615769,0.0004471457436724,gaussian,laaf,adam,none,208,3,0.0001,4600,8600,3100,He uniform,20000,['Burgers1D']
Burgers1D,2408.929381,0.0003226714628463,0.0002524107694625,0.0295112161752238,0.2829049229615769,0.0004471457436724,gaussian,laaf,adam,none,208,3,0.0001,4600,8600,3100,He uniform,20000,['Burgers1D']
Burgers1D,4876.29868,0.00041235906075,0.0061702476814389,0.0333614254972336,0.2138111889358285,0.0017733282227666,tanh,fnn,multiadam,none,192,7,0.001,7600,8600,7600,Glorot uniform,20000,['Burgers1D']
Burgers1D,366.0,0.000253,0.00017,0.0261,0.218,0.00184,tanh,fnn,adam,none,128,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers1D,4876.453178,0.00041235906075,0.0061702476814389,0.0333614254972336,0.2138111889358285,0.0017733282227666,tanh,fnn,multiadam,none,192,7,0.001,7600,8600,7600,Glorot uniform,20000,['Burgers1D']
Burgers1D,465.0,0.000418,0.000117,0.0336,0.275,0.000677,swish,fnn,adam,none,100,5,0.001,8192,2048,2024,Glorot normal,20000,
Burgers1D,465.0,0.000418,0.000117,0.0336,0.275,0.000677,swish,fnn,adam,none,100,5,0.001,8192,2048,2024,Glorot normal,20000,
Burgers1D,290.0,0.000447,8.87e-05,0.0347,0.351,0.00265,sigmoid,laaf,adam,none,240,8,0.0001,8100,5600,9600,Glorot normal,20000,
Burgers1D,45469.593734,0.0004842315242323,1.814635470509529e-05,0.0361520857185199,0.2922634184353597,0.0023023461106487,gaussian,fnn,lbfgs,none,108,4,1e-05,7600,1100,8600,Glorot normal,20000,['Burgers1D']
Burgers1D,45375.367794,0.0004842315242323,1.814635470509529e-05,0.0361520857185199,0.2922634184353597,0.0023023461106487,gaussian,fnn,lbfgs,none,108,4,1e-05,7600,1100,8600,Glorot normal,20000,['Burgers1D']
Burgers1D,45343.243938,0.0004842315242323,1.814635470509529e-05,0.0361520857185199,0.2922634184353597,0.0023023461106487,gaussian,fnn,lbfgs,none,108,4,1e-05,7600,1100,8600,Glorot normal,20000,['Burgers1D']
Burgers1D,4842.867883,0.00041235906075,0.0061702476814389,0.0333614254972336,0.2138111889358285,0.0017733282227666,tanh,fnn,multiadam,none,192,7,0.001,7600,8600,7600,Glorot uniform,20000,['Burgers1D']
Burgers1D,29.2,0.000507,0.00174,0.037,0.205,0.00355,gaussian,fnn,adam,none,100,5,0.001,8192,2048,2024,Glorot normal,20000,
Burgers1D,1023.461047,0.0002486689188969,0.0001224276784341,0.0259070272274866,0.2196048647172188,7.171936091390736e-05,sin,fnn,adam,none,192,7,0.0001,4600,6100,2600,Glorot uniform,20000,['Burgers1D']
Burgers1D,986.667798,0.0002458475463897,0.0009516189456917,0.0257596387103168,0.2243769615882477,0.0008478068606598,sin,laaf,multiadam,none,100,5,0.001,4100,8100,7100,Glorot normal,20000,['Burgers1D']
Burgers1D,338.0,0.000106,0.000368,0.0169,0.165,0.000242,sin,laaf,adam,none,256,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers1D,530.0,0.000109,4.52e-05,0.0172,0.126,0.000716,sin,fnn,adam,none,100,5,0.001,8192,2048,2024,Glorot normal,20000,
Burgers1D,530.0,0.000109,4.52e-05,0.0172,0.126,0.000716,sin,fnn,adam,none,100,5,0.001,8192,2048,2024,Glorot normal,20000,
Burgers1D,2696.442166,0.0001266739988152,9.92855530057568e-06,0.0184905814743417,0.1079418361193887,0.0008029079116736,tanh,laaf,adam,none,240,4,0.001,3600,6100,6100,Glorot uniform,20000,['Burgers1D']
Burgers1D,2698.144096,0.0001266739988152,9.92855530057568e-06,0.0184905814743417,0.1079418361193887,0.0008029079116736,tanh,laaf,adam,none,240,4,0.001,3600,6100,6100,Glorot uniform,20000,['Burgers1D']
Burgers1D,2699.519283,0.0001266739988152,9.92855530057568e-06,0.0184905814743417,0.1079418361193887,0.0008029079116736,tanh,laaf,adam,none,240,4,0.001,3600,6100,6100,Glorot uniform,20000,['Burgers1D']
Burgers1D,1217.505596,0.0002458475463897,0.0009516189456917,0.0257596387103168,0.2243769615882477,0.0008478068606598,sin,laaf,multiadam,none,100,5,0.001,4100,8100,7100,Glorot normal,20000,['Burgers1D']
Burgers1D,22.4,0.000129,0.000181,0.0187,0.139,0.00187,sin,fnn,adam,none,100,5,0.001,8192,2048,2024,Glorot normal,20000,
Burgers1D,18287.584723,0.0002001471031977,1.6732556105125695e-06,0.0232424273861128,0.1873519420619729,0.0008880160139077,sin,fnn,lbfgs,none,160,7,0.0001,2100,9600,1600,Glorot uniform,20000,['Burgers1D']
Burgers1D,9901.273806,0.0002001471031977,1.6732556105125695e-06,0.0232424273861128,0.1873519420619729,0.0008880160139077,sin,fnn,lbfgs,none,160,7,0.0001,2100,9600,1600,Glorot uniform,20000,['Burgers1D']
Burgers1D,350.0,0.00024,4.65e-05,0.0254,0.19,0.00151,swish,laaf,adam,none,100,5,0.001,8192,2048,2024,Glorot normal,20000,
Burgers1D,356.0,0.00024,4.65e-05,0.0254,0.19,0.00151,tanh,laaf,adam,none,100,5,0.001,8192,2048,2024,Glorot normal,20000,
Burgers1D,350.0,0.00024,4.65e-05,0.0254,0.19,0.00151,swish,laaf,adam,none,100,5,0.001,8192,2048,2024,Glorot normal,20000,
Burgers1D,356.0,0.00024,4.65e-05,0.0254,0.19,0.00151,tanh,laaf,adam,none,100,5,0.001,8192,2048,2024,Glorot normal,20000,
Burgers1D,29.3,0.000129,0.000181,0.0187,0.139,0.00187,sin,fnn,adam,none,100,5,0.001,8192,2048,2024,Glorot normal,20000,
Burgers1D,1615.681633,0.0005089307945503,0.0028320329729467,0.0370626265384953,0.1289887130267357,0.0010392545218658,sin,gaaf,adam,none,128,7,0.0001,9100,3100,2100,Glorot normal,20000,['Burgers1D']
Burgers1D,906.555425,0.0005089307945503,0.0028320329729467,0.0370626265384953,0.1289887130267357,0.0010392545218658,sin,gaaf,adam,none,128,7,0.0001,9100,3100,2100,Glorot normal,20000,['Burgers1D']
Burgers1D,3503.955454,0.00056533668738,0.0003201979852747,0.0390625340561793,0.3257578015320547,0.0025452049591556,sin,fnn,multiadam,none,164,5,0.001,7100,7600,7100,He uniform,20000,['Burgers1D']
Burgers1D,4162.49187,0.0011472414969061,0.0003513342526275,0.0556460385350134,0.5056515932089248,0.0034165140182741,sin,laaf,adam,none,228,5,1e-05,6600,5100,6600,Glorot normal,20000,['Burgers1D']
Burgers1D,278.0,0.00124,0.00237,0.0577,0.184,0.00014,sin,fnn,adam,none,128,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers1D,278.0,0.00124,0.00237,0.0577,0.184,0.00014,sin,fnn,adam,none,128,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers1D,999.0,0.00133,0.0037,0.0598,0.322,0.00214,sin,fnn,adam,none,256,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers1D,838.0,0.00133,0.0037,0.0598,0.322,0.00214,sin,fnn,adam,none,256,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers1D,994.0,0.00133,0.0037,0.0598,0.322,0.00214,sin,fnn,adam,none,256,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers1D,257.0,0.00111,0.000131,0.0547,0.45,0.00402,tanh,fnn,adam,none,256,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers1D,838.0,0.00133,0.0037,0.0598,0.322,0.00214,sin,fnn,adam,none,256,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers1D,997.0,0.00133,0.0037,0.0598,0.322,0.00214,sin,fnn,adam,none,256,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers1D,975.0,0.00133,0.0037,0.0598,0.322,0.00214,sin,fnn,adam,none,256,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers1D,997.0,0.00133,0.0037,0.0598,0.322,0.00214,sin,fnn,adam,none,256,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers1D,987.0,0.00133,0.0037,0.0598,0.322,0.00214,sin,fnn,adam,none,256,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers1D,990.0,0.00133,0.0037,0.0598,0.322,0.00214,sin,fnn,adam,none,256,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers1D,987.0,0.00133,0.0037,0.0598,0.322,0.00214,sin,fnn,adam,none,256,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers1D,999.0,0.00133,0.0037,0.0598,0.322,0.00214,sin,fnn,adam,none,256,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers1D,257.0,0.00111,0.000131,0.0547,0.45,0.00402,tanh,fnn,adam,none,256,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers1D,44277.306386,0.0008959846271452,0.0013633490307256,0.04917644245202,0.2537593245513176,3.63617266198561e-05,tanh,fnn,lbfgs,none,208,5,0.0001,['Burgers1D'],6100,7600,He normal,20000,['Burgers1D']
Burgers1D,44288.13379,0.0008959846271452,0.0013633490307256,0.04917644245202,0.2537593245513176,3.63617266198561e-05,tanh,fnn,lbfgs,none,208,5,0.0001,['Burgers1D'],6100,7600,He normal,20000,['Burgers1D']
Burgers1D,2064.637735,0.00056533668738,0.0003201979852747,0.0390625340561793,0.3257578015320547,0.0025452049591556,sin,fnn,multiadam,none,164,5,0.001,7100,7600,7100,He uniform,20000,['Burgers1D']
Burgers1D,241.0,0.000589,0.000503,0.0399,0.371,0.00444,gaussian,fnn,adam,none,128,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers1D,241.0,0.000589,0.000503,0.0399,0.371,0.00444,gaussian,fnn,adam,none,128,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers1D,1455.388925,0.0006155736608243,0.0002294824225828,0.040761188910974,0.3721296191208625,0.0027208065341209,sin,fnn,adam,none,204,6,0.0001,8100,4600,4600,He uniform,20000,['Burgers1D']
Burgers1D,1366.085955,0.0006155736608243,0.0002294824225828,0.040761188910974,0.3721296191208625,0.0027208065341209,sin,fnn,adam,none,204,6,0.0001,8100,4600,4600,He uniform,20000,['Burgers1D']
Burgers1D,19631.757609,0.000617448294222,3.281727185822092e-05,0.0408232076456238,0.3456293940551018,0.0026662136435639,swish,gaaf,lbfgs,none,128,3,1e-05,4100,2600,5600,Glorot normal,20000,['Burgers1D']
Burgers1D,30932.412317,0.000617448294222,3.281727185822092e-05,0.0408232076456238,0.3456293940551018,0.0026662136435639,swish,gaaf,lbfgs,none,128,3,1e-05,4100,2600,5600,Glorot normal,20000,['Burgers1D']
Burgers1D,63.3,0.000627,0.00665,0.0411,0.3,0.000589,sin,fnn,multiadam,none,100,5,0.001,8192,2048,2024,Glorot normal,20000,
Burgers1D,813.0,0.000664,4.23e-05,0.0423,0.342,0.00283,sin,fnn,lbfgs,none,128,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers1D,813.0,0.000664,4.23e-05,0.0423,0.342,0.00283,sin,fnn,lbfgs,none,128,3,0.001,8192,2048,2024,Glorot normal,20000,
Burgers1D,1414.932088,0.0006908656977361,0.0030659346375614,0.0431820885280494,0.4455262124543065,0.0056668668113598,gaussian,laaf,multiadam,none,112,7,0.001,5100,600,6600,He normal,20000,['Burgers1D']
Burgers1D,1393.055135,0.0006908656977361,0.0030659346375614,0.0431820885280494,0.4455262124543065,0.0056668668113598,gaussian,laaf,multiadam,none,112,7,0.001,5100,600,6600,He normal,20000,['Burgers1D']
Burgers1D,798.0,0.000813,0.00638,0.0468,0.433,0.00482,tanh,fnn,multiadam,none,100,5,0.001,8192,2048,2024,Glorot normal,20000,
Burgers1D,798.0,0.000813,0.00638,0.0468,0.433,0.00482,tanh,fnn,multiadam,none,100,5,0.001,8192,2048,2024,Glorot normal,20000,
Burgers1D,44330.614457,0.0008959846271452,0.0013633490307256,0.04917644245202,0.2537593245513176,3.63617266198561e-05,tanh,fnn,lbfgs,none,208,5,0.0001,['Burgers1D'],6100,7600,He normal,20000,['Burgers1D']
Burgers1D,729.479216,0.215440146250813,1.9885024812538177e-05,0.7625531967173401,0.959965568035841,0.0023647520722974,sin,laaf,multiadam,none,144,4,1e-05,4600,2100,2100,He uniform,20000,['Burgers1D']
Burgers1D,2003.363789,0.3261960385249088,1.152686595916748,0.9383096215308412,1.0357141494750977,0.0114769892604409,sin,gaaf,multiadam,none,168,5,0.001,9600,6600,5100,He uniform,20000,['Burgers1D']
Burgers1D,34.3,0.371,0.0,1.0,1.0,0.0027,relu,laaf,adam,none,48,10,0.1,2100,600,2100,Glorot normal,20000,
Burgers1D,6731.127549,0.0106100814244469,0.0513064749538898,0.1692256484069667,0.6253527700901031,0.007192514055513,swish,laaf,multiadam,none,248,7,0.0001,['Burgers1D'],5100,8600,He normal,20000,['Burgers1D']
Burgers1D,301.0,390.0,164000.0,32.4,46.2,1.87,elu,gaaf,adam,none,100,5,0.01,8192,1000,2024,Glorot normal,20000,
